NOME,AUSENCIA,MATEMATICA,PORTUGUES,BIOLOGIA,RESULTADO
Eric Giovanni Sizbu,4,6.4,6.1,6.8,APROVADO
Ramon Cléber da Silva de Silveira,4,6.4,6.1,6.3,APROVADO
Marcos Zahi,4,6.4,6.0,6.1,APROVADO
Luke Felipe Torres,4,6.4,6.0,6.0,APROVADO
Márcia de Espanha,4,6.3,7.4,6.6,APROVADO
Caroline Ytra Terceiro,4,6.3,7.3,8.0,APROVADO
Poliana Xilena Rorisa,4,6.3,7.3,6.3,APROVADO
Willian de Britto das Neves,4,6.3,7.2,7.6,APROVADO
Elizabete de Leite Sopauya Reizgacri,4,6.3,7.0,7.5,APROVADO
Damião de Sobral Herrera,4,6.3,7.0,6.4,APROVADO
Zuleide da Nóbrega de Brandão,4,6.3,6.9,7.3,APROVADO
Chico Hamilton de Álvares Igreja,4,6.3,6.9,6.7,APROVADO
Nicole Janete dos Santos,4,6.3,6.9,6.3,APROVADO
Frederico Iugri de Espanha Durebry,4,6.3,6.9,6.1,APROVADO
Teresa Raiane de Angola,4,6.3,6.8,8.0,APROVADO
Eliel de Rezende,4,6.3,6.8,6.5,APROVADO
Karina de Gusmão dos Pinhais,4,6.3,6.7,7.9,APROVADO
José Bomocoã,4,6.3,6.7,6.3,APROVADO
Luzinete dos Santos de Barbosa,4,6.3,6.7,6.2,APROVADO
Ísis do Espírito Santo dos Santos,4,6.3,6.6,7.6,APROVADO
Wagner Ricardo de Souza,4,6.3,6.6,6.1,APROVADO
Rafael Elano Esgiklevin,4,6.3,6.5,8.3,APROVADO
Saulo Dazgro de Oliva Gomes,4,6.3,6.5,7.1,APROVADO
Maria de Pinheiro do Prado,4,6.3,6.5,6.8,APROVADO
Simão Dário Nipoba da Silva Prates Júnior,4,6.3,6.5,6.7,APROVADO
Alan de Almeida Ximenes do Maranhão,4,6.3,6.5,6.5,APROVADO
Elizabete Cecília de Morais,4,6.3,6.5,6.5,APROVADO
Daiane Cármen Pabopu,4,6.3,6.5,6.1,APROVADO
José David Umapa de Tozetto Eziman,4,6.3,6.4,7.0,APROVADO
Rodrigo Jacinto Etekloirn Afra,4,6.3,6.4,6.8,APROVADO
Laércio Pedro Rangel Isekuto,4,6.3,6.4,6.5,APROVADO
Domingos de Tavares da Graça Júnior,4,6.3,6.4,6.3,APROVADO
Augusto Gomes Doda,4,6.3,6.4,6.1,APROVADO
Rose Moreno Algias,4,6.3,6.4,6.1,APROVADO
Francisco Jean Pires,4,6.3,6.3,6.5,APROVADO
Quitéria Mirian Ugade,4,6.3,6.3,6.1,APROVADO
Walter Mike da Silva dos Santos de Lisboa,4,6.3,6.2,7.0,APROVADO
Bernadete Elizabete Coapomme de Moura,4,6.3,6.2,6.6,APROVADO
Wendy Mendes,4,6.3,6.2,6.6,APROVADO
Ivone da Serra do Nascimento,4,6.3,6.2,6.4,APROVADO
Maria Jussara de Brito Anean Feyenu,4,6.3,6.2,6.3,APROVADO
Max Humberto de Araújo,4,6.3,6.1,8.6,APROVADO
Amélia Camila Rote,4,6.3,6.1,6.6,APROVADO
Hilda de Borges,4,6.3,6.1,6.0,APROVADO
Marciane Duque,4,6.3,6.0,6.5,APROVADO
Leonardo de Albuquerque,4,6.3,6.0,6.2,APROVADO
Luan Laércio Igreja,4,6.2,6.9,7.4,APROVADO
Melissa Karin de Peixoto,4,6.2,6.9,7.1,APROVADO
Poliana Izzy de Oliveira,4,6.2,6.9,6.0,APROVADO
Renato Fernando Ernphau,4,6.2,6.8,6.2,APROVADO
Bete Irnyman dos Santos,4,6.2,6.7,8.0,APROVADO
Ney Wagner Figovic Trevisan,4,6.2,6.7,6.4,APROVADO
Yasmin Karina de Linhares,4,6.2,6.6,6.3,APROVADO
Caio Fortes do Prado,4,6.2,6.5,7.3,APROVADO
Ayrton Isom de Pereira,4,6.2,6.5,7.0,APROVADO
Hilton Baltazar de Farias,4,6.2,6.4,8.0,APROVADO
Robert dos Santos de Peres,4,6.2,6.4,6.5,APROVADO
Maria Jussara Gomes Castelo Mimu,4,6.2,6.4,6.1,APROVADO
Beatriz Igreja,4,6.2,6.3,8.4,APROVADO
Áureo Lino de Souza,4,6.2,6.2,7.3,APROVADO
Nicolau de Lima Ribeiro,4,6.2,6.1,7.1,APROVADO
Bernadete Seixas,4,6.2,6.1,6.1,APROVADO
Maurício da Costa,4,6.2,6.0,6.1,APROVADO
Ariana Rosatto,4,6.1,7.8,9.0,APROVADO
João Otto da Rocha,4,6.1,7.4,8.2,APROVADO
Andressa da Gama,4,6.1,6.9,8.4,APROVADO
Alfredo de Rezende Neto,4,6.1,6.7,6.8,APROVADO
Amélia Yasmin de Brandão,4,6.1,6.7,6.8,APROVADO
Talita Clotilde de Camargo,4,6.1,6.5,7.2,APROVADO
Ivone Samila de Barbosa,4,6.1,6.5,6.0,APROVADO
Milton Gomes,4,6.1,6.4,6.9,APROVADO
Heitor Nicolas Yalolson de Andrade,4,6.1,6.4,6.1,APROVADO
Valquíria Vauvlisão,4,6.1,6.2,6.6,APROVADO
Mateus Fabiano Jira,4,6.1,6.2,6.6,APROVADO
André José Quarnda de Simões,4,6.1,6.2,6.3,APROVADO
Bento de Assunção Schmidt dos Santos,4,6.1,6.2,6.2,APROVADO
Ivone Sônia de Torquato Jiba,4,6.1,6.1,8.4,APROVADO
Alexandre Arnabra de Junqueira da Paixão,4,6.1,6.1,7.3,APROVADO
Fred Matheus Freire Pinto,4,6.1,6.0,7.4,APROVADO
Jackson Valverde de Melo,4,6.1,6.0,6.9,APROVADO
Sandra Fedrelson de Britto,4,6.1,6.0,6.5,APROVADO
Plínio dos Santos,4,6.0,7.4,6.5,APROVADO
Demilson Oviteshoson,4,6.0,6.8,7.7,APROVADO
Luzimara de Pascoal Vemeov Borba,4,6.0,6.7,7.0,APROVADO
Marcos Trevisan,4,6.0,6.7,6.0,APROVADO
Heloísa Samanta de Espanha,4,6.0,6.4,7.1,APROVADO
Lúcio Edu de Ortiz,4,6.0,6.3,6.6,APROVADO
Reinaldo dos Santos Acunurn,4,6.0,6.3,6.6,APROVADO
Osvaldo da Silva,4,6.0,6.2,7.4,APROVADO
Chico Mário de Cerqueira,4,6.0,6.2,7.0,APROVADO
Abigail Cláudia dos Santos Lelonu,4,6.0,6.1,6.6,APROVADO
Celina de Barbosa do Amazonas,4,6.0,6.0,7.1,APROVADO
João Weiss Rossi Espada,4,6.0,6.0,6.5,APROVADO
Washington Martinho Paim de Madureira,4,6.0,6.0,6.2,APROVADO
Beatriz Telma Werner Igai,4,7.3,7.3,10.0,REPROVADO
Zuleide de São Pedro Oadre,4,6.9,7.3,5.7,REPROVADO
Viviane Christie de Assis Tristão,4,6.9,7.2,5.4,REPROVADO
Renato de Palhares,4,6.9,7.1,5.6,REPROVADO
Diana Célia dos Santos de Holanda,4,6.9,7.1,5.5,REPROVADO
Gabrielle da Silva,4,6.9,7.1,5.4,REPROVADO
Fábio Sebastião Nosy,4,6.9,7.1,4.9,REPROVADO
Laércio Washington de Souza Coluimer Brasil,4,6.9,7.1,0.0,REPROVADO
Solange de Amorim,4,6.9,6.4,5.0,REPROVADO
Robson de Pereira Júnior,4,6.9,6.4,4.6,REPROVADO
Reginaldo Eaer,4,6.9,6.3,5.2,REPROVADO
Renato Giuseppe Boreão da Costa,4,6.9,6.3,4.7,REPROVADO
Martin Romildo de Alcântara,4,6.9,6.3,4.6,REPROVADO
Hugo Estrada de Souza Júnior,4,6.9,5.5,5.9,REPROVADO
Úrsula Liane Bymica Duque de Braga,4,6.9,5.3,5.0,REPROVADO
Meire Marlene da Paixão,4,6.9,5.1,7.9,REPROVADO
Nelson Barnabé Ubuo Choaman,4,6.9,4.5,4.9,REPROVADO
Juliana Catarina da Lira Daho,4,6.8,7.4,5.0,REPROVADO
Tiago da Silva Nokla,4,6.8,7.4,4.7,REPROVADO
Leo Osre de Braga,4,6.8,7.2,5.4,REPROVADO
Marlene da Serra,4,6.8,7.1,5.9,REPROVADO
Andressa Jussara da Silva de Abreu Pinhão,4,6.8,6.4,5.2,REPROVADO
Henrique Washington Hapobe,4,6.8,6.3,5.6,REPROVADO
Valter Milani,4,6.8,6.3,4.6,REPROVADO
Adílson Mike de Azevedo Pimenta,4,6.8,6.1,5.5,REPROVADO
Cristiano Cauê de Pereira,4,6.8,5.4,6.2,REPROVADO
Amália Rozuzu de Oliva dos Santos,4,6.8,5.4,0.0,REPROVADO
Lidiane da Silva,4,6.8,5.2,6.8,REPROVADO
Táles Quenoason Rangel,4,6.8,4.4,5.9,REPROVADO
Silvair de Pereira,4,6.7,7.3,5.2,REPROVADO
Jéssica Genir Eosloson,4,6.7,7.2,5.6,REPROVADO
Saulo Henrique da Cunha de Novais Ternduon,4,6.7,7.2,5.0,REPROVADO
Alfredo de Maia,4,6.7,7.2,4.9,REPROVADO
Nicolas de Pereira Brasil,4,6.7,7.1,5.7,REPROVADO
Carla de Oliveira,4,6.7,6.4,5.8,REPROVADO
Anne de Magalhães dos Reis,4,6.7,6.4,5.7,REPROVADO
Baltazar Artur Martinez Júnior,4,6.7,6.4,5.6,REPROVADO
Magali de Paranhos Gutierrez,4,6.7,6.4,5.2,REPROVADO
Elói Castelo,4,6.7,6.4,4.6,REPROVADO
Lúcia Jussara Dutra,4,6.7,6.4,0.0,REPROVADO
Cristiane Marilúcia Yuso,4,6.7,6.3,5.9,REPROVADO
Rivaldo Lopes,4,6.7,6.3,5.7,REPROVADO
Heron Edivaldo de Almeida,4,6.7,6.3,5.4,REPROVADO
Lívia Eduarda Youo,4,6.7,6.3,5.1,REPROVADO
Gisele Gyuoe dos Santos,4,6.7,6.3,4.9,REPROVADO
Gisele Keyla dos Santos,4,6.7,6.2,5.7,REPROVADO
Olga Mara Lamjo,4,6.7,6.2,5.7,REPROVADO
Hildebrando Otaviano de Fernandes da Cunha,4,6.7,6.2,5.4,REPROVADO
Lilian da Silva de Farias,4,6.7,6.1,5.2,REPROVADO
Júlio de Oliveira,4,6.7,5.4,8.6,REPROVADO
Clotilde Paula de Assunção,4,6.7,5.4,5.0,REPROVADO
Sandro Giovanni de Siqueira,4,6.7,5.4,0.0,REPROVADO
Hélio Mefoman,4,6.7,5.3,6.0,REPROVADO
Dionísio João Liti,4,6.7,5.2,4.8,REPROVADO
Albano Shusbresluã Kernamson de Castro Júnior,4,6.7,5.1,6.9,REPROVADO
Uribe Everton Asem,4,6.7,5.1,6.0,REPROVADO
Amanda Souto de Menezes,4,6.7,5.1,5.8,REPROVADO
Lidiane de Oliveira,4,6.7,5.1,0.0,REPROVADO
Ricardo Joaquim de Osório,4,5.9,7.1,5.7,REPROVADO
Vinícius de Pereira,4,5.9,6.4,7.5,REPROVADO
Filipe da Silva,4,5.9,6.4,7.2,REPROVADO
Joyce da Silva,4,5.9,6.4,5.8,REPROVADO
Camilo Jean de Leão Nunes Neto,4,5.9,6.4,5.4,REPROVADO
Guilherme Alan de Barros,4,5.9,6.4,5.4,REPROVADO
Marcelo Ezequiel Gomes de Peixoto,4,5.9,6.3,6.6,REPROVADO
Frederico Tiago de Noronha Schneider,4,5.9,6.3,6.4,REPROVADO
Elisângela Beatriz Malyfy da Silva,4,5.9,6.3,6.0,REPROVADO
Maria Poliana de Oliveira,4,5.9,6.3,5.6,REPROVADO
Altino de Sobral,4,5.9,6.3,5.5,REPROVADO
Alex de Munhoz Toraheri,4,5.9,6.3,5.2,REPROVADO
Ana Gomes,4,5.9,6.2,6.4,REPROVADO
Davi Fabrício Ozeão de Teixeira,4,5.9,6.2,6.3,REPROVADO
Gigi Josilda de Souza da Silva Genyvic,4,5.9,6.2,5.7,REPROVADO
Itamar Fernando Lati Neto,4,5.9,6.2,5.7,REPROVADO
Samuel de Salgado,4,5.9,6.2,5.7,REPROVADO
Áureo José Gomes de Pereira,4,5.9,6.2,5.6,REPROVADO
Catarina Ediane Pieão,4,5.9,6.2,5.3,REPROVADO
Jackson Igor do Amaral da Silva,4,5.9,6.1,7.0,REPROVADO
Ariel Delfrizarn,4,5.9,6.1,5.9,REPROVADO
Robert de Duarte Seixas,4,5.9,6.1,5.7,REPROVADO
Marli de Nogueira Rodrigues,4,5.9,6.1,5.1,REPROVADO
Lara Celeste Girnacez de Teixeira,4,5.9,6.1,4.9,REPROVADO
Sâmia Unito de Sobral,4,5.9,6.1,4.6,REPROVADO
Junior de Soares,4,5.9,5.5,5.8,REPROVADO
Ariana Margarete de Cerqueira da Silva,4,5.9,5.4,7.0,REPROVADO
Moisés de Oliveira do Amazonas,4,5.9,5.4,6.2,REPROVADO
Wanda Gomes de Fonseca Castelo Branco,4,5.9,5.4,6.0,REPROVADO
Saulo Flávio dos Reis de Pacheco,4,5.9,5.4,5.3,REPROVADO
Denise Jussara Uclo Ibbyan de Morais,4,5.9,5.4,5.2,REPROVADO
Luke dos Santos,4,5.9,5.4,5.0,REPROVADO
Karl de Souza da Luz Amoi,4,5.9,5.3,6.6,REPROVADO
Alex da Silva Tondo Júnior,4,5.9,5.3,6.5,REPROVADO
Táles de Holanda da Paixão dos Santos,4,5.9,5.3,5.9,REPROVADO
Angélica de Alcântara Vaz,4,5.9,5.3,4.9,REPROVADO
Tânia Jangada,4,5.9,5.2,6.6,REPROVADO
Maísa Amélia de Castro da Silva,4,5.9,5.2,6.1,REPROVADO
Andréia Neheshi,4,5.9,5.2,5.6,REPROVADO
Clotilde de Sá Isgra,4,5.9,5.2,5.5,REPROVADO
Wagner de Figueira Buarque Cichioan,4,5.9,5.2,5.0,REPROVADO
Luigi Paulo de Castro,4,5.9,5.2,4.9,REPROVADO
Tatiana de Carvalho Kego,4,5.9,5.2,4.6,REPROVADO
Ramon de Osório,4,5.9,5.2,0.0,REPROVADO
Demilson Benjamin de Guimarães Rebu,4,5.9,5.1,6.6,REPROVADO
Luzinete Telma de Trindade Mercado Tewahoke,4,5.9,5.1,5.9,REPROVADO
César de Viana,4,5.9,5.1,5.6,REPROVADO
Ali Saulo Pinhão dos Santos,4,5.9,5.1,5.5,REPROVADO
Jardel da Silva de Ramos Rorawozo,4,5.9,5.1,0.0,REPROVADO
Demilson de Pereira,4,5.9,4.5,5.4,REPROVADO
Célia Milene Nizibaon,4,5.9,4.5,4.9,REPROVADO
Bóris Aquo,4,5.9,4.4,5.1,REPROVADO
Sônia Ilil,4,5.8,7.3,8.0,REPROVADO
Paulínia Thaís Mofu,4,5.8,6.4,6.4,REPROVADO
Alisson de Camargo Opavic,4,5.8,6.4,6.0,REPROVADO
Thiago Fabrício Portugal,4,5.8,6.4,5.6,REPROVADO
Mariano da Silva de Figueiredo Eoan Júnior,4,5.8,6.3,5.0,REPROVADO
Fred de Monteiro,4,5.8,6.3,4.9,REPROVADO
Damares Oreastoson de São Pedro,4,5.8,6.2,6.8,REPROVADO
Ana de Martins Ribeiro,4,5.8,6.2,6.4,REPROVADO
Cássia Novelcre Beison de Souza,4,5.8,6.2,5.4,REPROVADO
Robson Itamar Noigubu de Paranhos,4,5.8,6.2,4.9,REPROVADO
Aline Manuela dos Santos de Souza,4,5.8,6.1,6.4,REPROVADO
Valquíria da Silva,4,5.8,6.1,5.9,REPROVADO
Gigi Anne Ganna,4,5.8,5.5,4.9,REPROVADO
Mateus César Aison Gretaboson Júnior,4,5.8,5.4,5.6,REPROVADO
Dina Naneda de Peres,4,5.8,5.4,4.9,REPROVADO
Fernanda Sônia de Braga,4,5.8,5.3,7.2,REPROVADO
Carlos de Torquato,4,5.8,5.3,6.1,REPROVADO
Bartolomeu Beto Kidano Pires,4,5.8,5.3,5.1,REPROVADO
Josilda dos Santos,4,5.8,5.3,5.1,REPROVADO
Roberval Roberto de Albuquerque,4,5.8,5.3,5.0,REPROVADO
Jackson Mifi de Malta,4,5.8,5.3,5.0,REPROVADO
Mikaella Francielle Gomes Castelo,4,5.8,5.3,4.9,REPROVADO
Mateus Osório do Vale,4,5.8,5.3,4.8,REPROVADO
Lisa Fátima do Prado,4,5.8,5.2,5.6,REPROVADO
Isac do Vale,4,5.8,5.2,5.6,REPROVADO
Edson Josiel de Souza,4,5.8,5.2,5.1,REPROVADO
Rosângela Viviane Sugi Masupefu,4,5.8,5.2,4.6,REPROVADO
Oliver de Ayres,4,5.8,5.1,5.8,REPROVADO
Valter Rodolfo Góis,4,5.8,5.1,5.3,REPROVADO
Lili Mirela Góis,4,5.8,4.5,6.2,REPROVADO
Walderice Rita de Pinheiro,4,5.8,4.4,6.4,REPROVADO
Eugênio de Figueira Atrelov,4,5.7,7.1,6.6,REPROVADO
Olavo Jason da Mata,4,5.7,6.4,5.8,REPROVADO
Thiago Bento de Lisboa,4,5.7,6.4,5.8,REPROVADO
Félix Yapuzu Efreglin Júnior,4,5.7,6.4,5.4,REPROVADO
Aécio Ezequiel Zuegro Mudeburi Jardim,4,5.7,6.4,4.9,REPROVADO
Cibele Elisângela Colru,4,5.7,6.3,5.5,REPROVADO
Ana Thaíssa de Pacheco,4,5.7,6.3,5.4,REPROVADO
Marco Gomes,4,5.7,6.3,5.3,REPROVADO
Nivaldo Glipe,4,5.7,6.2,6.9,REPROVADO
Natália de Angola,4,5.7,6.2,5.5,REPROVADO
Gilmara Verônica de Pimentel Umieson,4,5.7,6.2,5.3,REPROVADO
Camilo de Mendonça Enavic Eoeme,4,5.7,6.1,4.8,REPROVADO
Quirino Edivaldo Ayisman dos Santos,4,5.7,6.1,4.7,REPROVADO
Rodolfo de Barbosa,4,5.7,5.4,6.0,REPROVADO
Érica de Pereira Chesgoson,4,5.7,5.4,5.4,REPROVADO
José Rafael de Morais Nopiwa,4,5.7,5.4,5.2,REPROVADO
Márcio de Vieira,4,5.7,5.4,4.9,REPROVADO
Anakin Fernando Glirail Jangada,4,5.7,5.4,4.7,REPROVADO
Davi de Silveira dos Santos,4,5.7,5.3,6.9,REPROVADO
Xerxes de Barbosa,4,5.7,5.3,5.2,REPROVADO
Cibele Alneã,4,5.7,5.3,4.7,REPROVADO
Luís de Paiva dos Pinhais Neto,4,5.7,5.2,5.7,REPROVADO
Natália Priscila da Silva,4,5.7,5.2,4.7,REPROVADO
Rita de Jesus Fizjozpropliov,4,5.7,5.2,4.7,REPROVADO
Nayara Amlo de Oliveira,4,5.7,5.1,6.1,REPROVADO
Maíra Bete Faniaman,4,5.7,5.1,5.7,REPROVADO
Rodolfo Chiipa Neto,4,5.7,5.1,5.3,REPROVADO
Viviane Vanda Muzueko Guedes,4,5.7,5.1,5.3,REPROVADO
Jandira Edilene de Siqueira,4,5.7,4.5,5.6,REPROVADO
Aurélio Jonas de Ayres Inevaman Júnior,4,5.7,4.4,7.1,REPROVADO
Eloá de Paranhos Marinho Vaz,4,5.7,4.3,5.3,REPROVADO
Alessandre da Silva do Prado de Morais,4,5.7,4.1,6.0,REPROVADO
Marcos Bogeoz,4,4.9,7.2,5.4,REPROVADO
Leila Patrícia de Angola dos Santos,4,4.9,6.1,6.1,REPROVADO
Kelly Raião de Pereira,4,4.9,5.4,4.7,REPROVADO
Ciro Eduardo Bulelshiman,4,4.9,5.4,0.0,REPROVADO
Mirela Jandira Eiern,4,4.9,5.3,5.2,REPROVADO
Iago de Aguiar Herrera,4,4.9,5.3,4.9,REPROVADO
Cíntia Ísis de Gusmão,4,4.9,5.2,6.1,REPROVADO
Lívia de Assis,4,4.9,5.2,4.7,REPROVADO
Selena Maísa de Salgado Tsunekora,4,4.9,5.1,5.6,REPROVADO
Xilena Luzia Toshiso,4,4.9,5.1,5.3,REPROVADO
Jonas da Silva dos Santos,4,4.9,5.1,0.0,REPROVADO
Diogo André da Silva,4,4.9,4.5,5.0,REPROVADO
Sônia Meruwa Orraman,4,4.9,4.5,0.0,REPROVADO
Susan de Moreira Chachasmearnman,4,4.9,4.4,6.3,REPROVADO
Albano Leopoldo de Alencar,4,4.9,4.4,5.3,REPROVADO
Nivaldo Miguel Ioson,4,4.9,4.1,5.8,REPROVADO
Artur de Garcia Picoflu Júnior,4,4.8,5.5,4.9,REPROVADO
Velma Luzimara de Amorim,4,4.8,5.4,5.0,REPROVADO
Inácio Jonas Dupevic,4,4.8,5.3,4.9,REPROVADO
Guiomar Edilene de Diniz,4,4.8,5.2,5.6,REPROVADO
Olavo Cleberson Milani de Álvares Júnior,4,4.8,5.2,0.0,REPROVADO
Vívian Shirley de Munhoz Dansagi,4,4.8,5.1,5.9,REPROVADO
Brenda Raíssa de Sampaio,4,4.8,5.1,5.7,REPROVADO
Aécio dos Santos de Ortiz Klein,4,4.8,4.4,4.8,REPROVADO
Caio de Teixeira Júnior,4,4.8,4.2,5.2,REPROVADO
Rosana de Cardozo da Silva,4,4.7,6.2,4.6,REPROVADO
Giuseppe de Sales da Silva,4,4.7,5.4,5.4,REPROVADO
Velma Manuela dos Santos Souto Gamoan,4,4.7,5.4,5.4,REPROVADO
Fernando Pedro de Souza Nete Wobiro,4,4.7,5.4,4.8,REPROVADO
Orlando de Leão,4,4.7,5.4,4.6,REPROVADO
Jaqueline Bianca Primy,4,4.7,4.5,5.6,REPROVADO
Luzinete Mayara Coutinho,4,4.7,4.5,4.7,REPROVADO
Marciano Toninho de Paranhos Valente,4,4.7,4.4,5.5,REPROVADO
Susan Suzy de Sobral Moreno Pinto,3,8.5,8.6,9.1,APROVADO
Lena Louvic de Tavares da Encarnação,3,8.4,8.2,9.6,APROVADO
Quico Hilton Goka da Silva Terceiro,3,8.3,8.6,9.8,APROVADO
Xavier João Estol Ribeiro,3,8.3,8.5,9.3,APROVADO
Eulália dos Santos Pisuz,3,8.2,8.8,9.2,APROVADO
Hélio Tonkozri,3,8.2,8.8,7.5,APROVADO
Amarildo de Mendonça,3,8.2,8.4,9.5,APROVADO
Lúcia Flupiopesov Zioeo,3,8.2,8.3,8.7,APROVADO
Elano Everaldo Teki de Tozetto Suvlijul,3,8.2,8.2,7.7,APROVADO
Cirilo Luiz da Silva Treorn Gomes Neto,3,8.2,8.1,9.4,APROVADO
Omar Osvaldo Giaov Udyrnpizemov,3,8.2,8.1,8.8,APROVADO
Suzanne Maria de Alvim dos Santos,3,8.2,7.4,8.2,APROVADO
Dina Amve Igreja Pires,3,8.1,8.3,9.5,APROVADO
Luís de Barbosa,3,8.1,8.3,7.9,APROVADO
Angélica da Silva Glulucraman,3,8.1,8.1,8.2,APROVADO
Isaías Denis de Macedo,3,8.1,7.9,8.1,APROVADO
Ana dos Santos Sahikubu,3,8.1,7.7,8.7,APROVADO
Elisângela Gachi,3,8.1,7.6,8.3,APROVADO
Viviane Júlia dos Santos Ydra de Martins,3,8.1,6.8,8.8,APROVADO
Juliana Flaviana de Lins,3,8.0,8.7,9.8,APROVADO
Tábata Ubuyson,3,8.0,8.6,9.1,APROVADO
Anne Patrícia da Silva Terceiro,3,8.0,8.6,8.5,APROVADO
Léia d'Ávila,3,8.0,8.5,9.1,APROVADO
Joaquim de Medeiros,3,8.0,8.3,9.7,APROVADO
Margarida Aolyn de Oliveira,3,8.0,8.2,9.2,APROVADO
Luigi Fortes de Sales da Silva,3,8.0,8.1,9.7,APROVADO
Emílio Schneider Brasil,3,8.0,8.1,9.3,APROVADO
Heron Cléber Ribeiro,3,8.0,7.9,7.7,APROVADO
Bruna Milani da Silva,3,8.0,7.8,9.2,APROVADO
Leila Ângela da Silva Ximenes Oaizzi,3,8.0,7.3,8.3,APROVADO
Yolanda Puhechige Saji dos Santos,3,8.0,7.2,6.7,APROVADO
Táles Cristiano Dopuba Sescun,3,7.9,8.8,9.7,APROVADO
Ana Flaviana Teru Mobiuri,3,7.9,8.6,8.7,APROVADO
Evelyn Zuleide de Souza da Silva,3,7.9,8.4,8.9,APROVADO
Severino Joel de Maia Dowaman,3,7.9,8.4,8.7,APROVADO
Talita Simone Mamo Ernmo,3,7.9,8.4,8.4,APROVADO
Sandro Abílio Sytlimgaz Craecunson,3,7.9,8.3,8.3,APROVADO
Milton Inácio de Leão Borba Ulporn,3,7.9,8.1,9.1,APROVADO
Diogo Guilherme Rosatto Euov Júnior,3,7.9,8.1,9.0,APROVADO
Tina de Drummond,3,7.9,8.1,8.3,APROVADO
Vera Heloísa de Carvalho da Silva,3,7.9,8.1,7.2,APROVADO
Décio do Nascimento,3,7.9,8.1,6.6,APROVADO
Sheila Gomes,3,7.9,8.0,9.3,APROVADO
Priscila Talita Werner,3,7.9,8.0,9.1,APROVADO
Daniela Susan da Silva de Pereira,3,7.9,8.0,8.8,APROVADO
Bruna Yariyu Fynonman,3,7.9,8.0,8.3,APROVADO
Leo Breno de Gonçalves,3,7.9,8.0,6.0,APROVADO
Rodolfo Casygi Martinez,3,7.9,7.9,9.5,APROVADO
Samanta Diana Feskaemno da Silva de Barbosa,3,7.9,7.9,8.7,APROVADO
Quênia da Paixão de Souza,3,7.9,7.9,8.2,APROVADO
Érica Lilian Winyu,3,7.9,7.9,7.6,APROVADO
Jair Igor de Souza Dofe,3,7.9,7.8,9.5,APROVADO
Celina Rose Góis,3,7.9,7.7,8.9,APROVADO
Valdirene de Oliveira,3,7.9,7.7,8.8,APROVADO
Graziele Cristiane Yzriman das Neves,3,7.9,7.7,7.5,APROVADO
Ivanete do Espírito Santo Ribeiro de Souza,3,7.9,7.5,8.7,APROVADO
Márcio de Ayres Sanches,3,7.9,6.9,8.2,APROVADO
Edivaldo Karl de Oliveira do Rio,3,7.8,9.1,9.6,APROVADO
Josilda Abigail Inavic da Silva,3,7.8,9.0,9.2,APROVADO
Paula Carolina Marques Gomes,3,7.8,8.8,9.1,APROVADO
Felipe de Britto,3,7.8,8.5,8.5,APROVADO
Eliane dos Santos Puma Duque,3,7.8,8.5,8.2,APROVADO
Olga Yeda de Munhoz da Gama,3,7.8,8.3,9.0,APROVADO
Laís Fátima Pinto Osizssyov da Cunha,3,7.8,8.3,8.1,APROVADO
Dara Taís Bemade,3,7.8,8.3,8.0,APROVADO
Reinaldo de Linhares Banhos Júnior,3,7.8,8.3,7.7,APROVADO
Bóris Luiz de Barros,3,7.8,8.2,9.0,APROVADO
Lígia Eulália Góis de Salvador,3,7.8,8.2,6.8,APROVADO
Maurício Sandro Ivoamvic Dias de Barbosa,3,7.8,8.2,6.2,APROVADO
Giuseppe de Fernandes,3,7.8,8.1,9.8,APROVADO
Anna Martinez de Jesus Vrucea,3,7.8,8.1,9.0,APROVADO
Kelly de Barbosa,3,7.8,8.1,8.5,APROVADO
Eugênio Eoer Júnior,3,7.8,8.1,8.3,APROVADO
Nathan Hamilton Bizondan,3,7.8,8.1,8.2,APROVADO
Cibele de Miranda,3,7.8,8.0,8.4,APROVADO
Karin Raíssa Espada Iburnvonel,3,7.8,8.0,6.2,APROVADO
Carolina de Freitas,3,7.8,7.9,9.6,APROVADO
Wanda Marlene Itokla,3,7.8,7.9,9.3,APROVADO
Priscila Christie Meueha,3,7.8,7.9,9.2,APROVADO
Otávia Tatiana do Amazonas Prates,3,7.8,7.9,8.2,APROVADO
Pedro Rylle de Ortiz Júnior,3,7.8,7.9,8.2,APROVADO
Kiara Euyvic,3,7.8,7.9,7.8,APROVADO
Filipe Amarildo Coutinho Nozopeze,3,7.8,7.9,7.2,APROVADO
Olímpia Érica Auão da Paixão,3,7.8,7.8,9.8,APROVADO
Mikaella Michele da Encarnação de Barboza do Nascimento,3,7.8,7.8,8.9,APROVADO
Karl da Encarnação,3,7.8,7.8,8.7,APROVADO
Lúcia Aemgiz,3,7.8,7.8,8.3,APROVADO
Zenaide de Abreu,3,7.8,7.8,7.8,APROVADO
Bernadete Lidiane de Azevedo Bonhirn,3,7.8,7.8,7.8,APROVADO
Lara Pimenta,3,7.8,7.8,6.9,APROVADO
Eunice Heloísa Shibe de Cerqueira dos Santos,3,7.8,7.7,9.3,APROVADO
Patrick Sérgio Naves,3,7.8,7.7,8.3,APROVADO
Andréia Gisele de Bezerra Zetsumime,3,7.8,7.7,8.3,APROVADO
